team,position,beneficiary_gsis_id,beneficiary_name,beneficiary_rank,out_name,out_rank,out_injury,out_status,n_contributors,target_share_bump,rush_share_bump
GB,WR,00-0040667,Matthew Golden,3,Jayden Reed,2,Neck,Out,1,0.0145,0.0
